log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,timestamp_clean,hostname_clean,src_ip_clean,is_src_ip_valid,is_src_ip_tampered,dst_ip_clean,is_dst_ip_valid,is_dst_ip_tampered,is_ip_tampered,src_port_clean,dst_port_clean,is_port_anomalous,protocol_clean,action_clean,bytes_sent_clean,bytes_received_clean,total_bytes,session_id_clean,threat_flag_clean,rule_name_clean,geo_country_clean
FW000015254,2026-08-09T06:04:57,LPT-12617,172.16.24.51,10-226.126,445.0,,udp,Allow,"15,099,785","2,536,924",SID610456,False,UNKNOWN,China,2026-08-09 06:04:57,LPT-12617,172.16.24.51,True,False,10-226.126,False,True,True,445,-1,True,UDP,ALLOW,15099785,2536924,17636709,SID610456,False,UNKNOWN,China
FW000019234,2026-09-04T11:31:15,VDR-10363,UNKNOWN,106.217.178.49.0,,443.0,TCP/6,pass,7052954,"36,138,943",SID706755,False,ALLOW_WEB,,2026-09-04 11:31:15,VDR-10363,0.0.0.0,False,True,106.217.178.49.0,False,True,True,-1,443,True,TCP,ALLOW,7052954,36138943,43191897,SID706755,False,ALLOW_WEB,Unknown
FW000016194,19-Aug-2026 15:37:48,LPT-11826,10.226.103.0,72.80.142.165,25.0,1433.0,TCP,drop,35209343,,sid450732,0,UNKNOWN,RU,2026-08-19 15:37:48,LPT-11826,10.226.103.0,True,False,72.80.142.165,True,False,False,25,1433,False,TCP,DENY,35209343,0,35209343,SID450732,False,UNKNOWN,Ru
FW000003555,08-25-2026 10:58:34 AM,VDR-10071,178.232.196.249,192.168.92.167,443.0,,UDP,permit,21728060,,SID857876,False,BLOCK_EXTERNAL_RDP,,2026-08-25 10:58:34,VDR-10071,178.232.196.249,True,False,192.168.92.167,True,False,False,443,-1,True,UDP,ALLOW,21728060,0,21728060,SID857876,False,BLOCK_EXTERNAL_RDP,Unknown
FW000018580,06/09/2026 03:32,LPT-11491,10.205.224,94.92.71.141.0,1433.0,8080.0,TCP,PERMIT,49540385,270637,SID607664,False,allow_office_apps,CN,2026-09-06 03:32:00,LPT-11491,10.205.224,False,True,94.92.71.141.0,False,True,True,1433,8080,False,TCP,ALLOW,49540385,270637,49811022,SID607664,False,ALLOW_OFFICE_APPS,Cn
FW000013238,,LPT-12260.corp.local,95.44.75.214.0,172.16.216.183,25.0,22.0,TCP,Deny,,,SID554009,False,BLOCK_EXTERNAL_RDP,United States,,LPT-12260,95.44.75.214.0,False,True,172.16.216.183,True,False,True,25,22,False,TCP,DENY,0,0,0,SID554009,False,BLOCK_EXTERNAL_RDP,United States
FW000002601,24-Aug-2026 01:30:33,VDR-11205,161.92.234.234,UNKNOWN,81682.0,53.0,TCP,PASS,10349518,32097272,SID-731780,False,allow_office_apps,,2026-08-24 01:30:33,VDR-11205,161.92.234.234,True,False,0.0.0.0,False,True,True,-1,53,True,TCP,ALLOW,10349518,32097272,42446790,SID-731780,False,ALLOW_OFFICE_APPS,Unknown
FW000026939,,VDR-11600,192.168.230.14,147.128.1.56,69592.0,8443.0,ping,Allow,22440584,8675095,SID331407,no,ALLOW_WEB,IN,,VDR-11600,192.168.230.14,True,False,147.128.1.56,True,False,False,-1,8443,True,PING,ALLOW,22440584,8675095,31115679,SID331407,False,ALLOW_WEB,In
FW000022548,2026-08-13 16:16:48,WS_12226,81.235.253.1,172.16.105.241,80.0,3306.0,UDP/17,pass,36724299,32271765,SID381825,False,MONITOR_DB_ACCESS,US,2026-08-13 16:16:48,WS-12226,81.235.253.1,True,False,172.16.105.241,True,False,False,80,3306,False,UDP,ALLOW,36724299,32271765,68996064,SID381825,False,MONITOR_DB_ACCESS,Us
FW000001519,2026-08-20 08:21:53,WS-11113,999.999.999.999,,445.0,3389.0,UDP/17,permit,"9,812,232",27.9 MB,,False,,,2026-08-20 08:21:53,WS-11113,999.999.999.999,False,True,0.0.0.0,False,True,True,445,3389,False,UDP,ALLOW,9812232,0,9812232,UNKNOWN_SESSION,False,UNKNOWN,Unknown
FW000025693,05/09/2026,LPT-10589,198-97.217.149,122.129.101.204,80.0,443.0,tcp,PASS,25095285,-27678489,SID313580,False,,Russia,2026-09-05 00:00:00,LPT-10589,198-97.217.149,False,True,122.129.101.204,True,False,True,80,443,False,TCP,ALLOW,25095285,0,25095285,SID313580,False,UNKNOWN,Russia
FW000004118,2026-08-03 11:24:22,LPT-10708,10.115.111,61.45.49.94,,3306.0,tcp,ALLOW,27675036,18571811,,False,BLOCK_EXTERNAL_RDP,RU,2026-08-03 11:24:22,LPT-10708,10.115.111,False,True,61.45.49.94,True,False,True,-1,3306,True,TCP,ALLOW,27675036,18571811,46246847,UNKNOWN_SESSION,False,BLOCK_EXTERNAL_RDP,Ru
FW000022694,26/08/2026 08:03,WS_10962,192.168.223.,58.89.175.,8443.0,,tcp,PASS,"8,335,252","30,256,860",SID141973,no,block_tor_exit,Russia,2026-08-26 08:03:00,WS-10962,192.168.223.,False,True,58.89.175.,False,True,True,8443,-1,True,TCP,ALLOW,8335252,30256860,38592112,SID141973,False,BLOCK_TOR_EXIT,Russia
FW000010826,01/08/2026 08:21,VDR-12625,172.16.217.71,172.16.28.116,53.0,98424.0,ICMP,PERMIT,16940849,44122672,sid451547,False,allow_office_apps,ind,2026-08-01 08:21:00,VDR-12625,172.16.217.71,True,False,172.16.28.116,True,False,False,53,-1,True,ICMP,ALLOW,16940849,44122672,61063521,SID451547,False,ALLOW_OFFICE_APPS,Ind
FW000005756,2026-09-07T17:43:22,VDR-12178,10.109.103,10.112.115,443.0,53.0,TCP,drop,,,SID618729,False,MONITOR_DB_ACCESS,ind,2026-09-07 17:43:22,VDR-12178,10.109.103,False,True,10.112.115,False,True,True,443,53,False,TCP,DENY,0,0,0,SID618729,False,MONITOR_DB_ACCESS,Ind
FW000005634,06/08/2026,VDR-11980,172.16.183.62,10.167.104,80.0,8080.0,tcp,ALLOW,43.02 MB,46722348,SID143728,False,ALLOW_WEB,,2026-08-06 00:00:00,VDR-11980,172.16.183.62,True,False,10.167.104,False,True,True,80,8080,False,TCP,ALLOW,0,46722348,46722348,SID143728,False,ALLOW_WEB,Unknown
FW000008400,21/08/2026 14:50,LPT-12506,10.21.164,27.219.204.243,22.0,445.0,UDP,ALLOW,-42122847,43.36 MB,SID-203212,False,block_tor_exit,India,2026-08-21 14:50:00,LPT-12506,10.21.164,False,True,27.219.204.243,True,False,True,22,445,False,UDP,ALLOW,0,0,0,SID-203212,False,BLOCK_TOR_EXIT,India
FW000027751,2026-08-09 04:55:09,VDR-11081,172.16.224.31,60.21.246.48,25.0,97643.0,TCP,pass,13441800,17193887,SID258213,0,ALLOW_INTERNAL_DNS,RU,2026-08-09 04:55:09,VDR-11081,172.16.224.31,True,False,60.21.246.48,True,False,False,25,-1,True,TCP,ALLOW,13441800,17193887,30635687,SID258213,False,ALLOW_INTERNAL_DNS,Ru
FW000029542,1787152780,WS-11397,80.49.222.219,192.168.236.254,3306.0,443.0,17,PASS,19.06 MB,14478249,SID736280,N,ALLOW_WEB,Russia,2026-08-19 15:19:40,WS-11397,80.49.222.219,True,False,192.168.236.254,True,False,False,3306,443,False,UDP,ALLOW,0,14478249,14478249,SID736280,False,ALLOW_WEB,Russia
FW000013066,1785850650,LPT-12888,149.229.7.,109-229.139.206,8443.0,8443.0,TCP/6,ALLOW,35176484,48956591,SID805329,no,MONITOR_DB_ACCESS,United States,2026-08-04 13:37:30,LPT-12888,149.229.7.,False,True,109-229.139.206,False,True,True,8443,8443,False,TCP,ALLOW,35176484,48956591,84133075,SID805329,False,MONITOR_DB_ACCESS,United States
FW000007163,04/08/2026,LPT-10663.corp.local,192.168.225.,172.16.61.65,443.0,,17,BLOCK,26042104,7664929,SID283276,False,ALLOW_WEB,unknown,2026-08-04 00:00:00,LPT-10663,192.168.225.,False,True,172.16.61.65,True,False,True,443,-1,True,UDP,DENY,26042104,7664929,33707033,SID283276,False,ALLOW_WEB,Unknown
FW000022193,1788593881,VDR-10299,172.16.154.234,10.136.242,-5.0,8080.0,TCP/6,PASS,"41,708,765",39818043,SID916806,False,allow_office_apps,CN,2026-09-05 07:38:01,VDR-10299,172.16.154.234,True,False,10.136.242,False,True,True,-1,8080,True,TCP,ALLOW,41708765,39818043,81526808,SID916806,False,ALLOW_OFFICE_APPS,Cn
FW000020187,2026/08/22,WS-12387,176.213.45.25,172.16.220.137,53.0,1433.0,tcp,pass,5190330,-31122105,SID895873,N,ALLOW_INTERNAL_DNS,India,2026-08-22 00:00:00,WS-12387,176.213.45.25,True,False,172.16.220.137,True,False,False,53,1433,False,TCP,ALLOW,5190330,0,5190330,SID895873,False,ALLOW_INTERNAL_DNS,India
FW000014257,2026-09-07T11:04:01,VDR-11419,121-72.209.247,192.168.218.132,135.0,3389.0,TCP,DENY,,41.24 MB,sid118874,N,,CN,2026-09-07 11:04:01,VDR-11419,121-72.209.247,False,True,192.168.218.132,True,False,True,135,3389,False,TCP,DENY,0,0,0,SID118874,False,UNKNOWN,Cn
FW000011738,2026-08-02T09:49:39,LPT-12768,192.168.246.46.0,144.35.90.211,443.0,,TCP,permit,15872742,20913397,SID230504,False,ALLOW_WEB,CN,2026-08-02 09:49:39,LPT-12768,192.168.246.46.0,False,True,144.35.90.211,True,False,True,443,-1,True,TCP,ALLOW,15872742,20913397,36786139,SID230504,False,ALLOW_WEB,Cn
FW000015442,08-10-2026 04:31:52 AM,LPT-12377,192-168.71.217,10.101.129,87671.0,445.0,tcp,PERMIT,35498.91 KB,15127937,,False,,,2026-10-08 04:31:52,LPT-12377,192-168.71.217,False,True,10.101.129,False,True,True,-1,445,True,TCP,ALLOW,0,15127937,15127937,UNKNOWN_SESSION,False,UNKNOWN,Unknown
FW000001989,2026-08-01T15:04:32,WS-11543,192.168.150.2,10.162.27.0,22.0,1433.0,tcp,deny,"625,123",18170199,SID926172,False,allow_office_apps,CN,2026-08-01 15:04:32,WS-11543,192.168.150.2,True,False,10.162.27.0,True,False,False,22,1433,False,TCP,DENY,625123,18170199,18795322,SID926172,False,ALLOW_OFFICE_APPS,Cn
FW000007738,03-Sep-2026 23:44:55,WS-11873,192.168.175.208,192.168.225.114,443.0,,6,permit,43323643,29432541,sid717347,False,ALLOW_WEB,India,2026-09-03 23:44:55,WS-11873,192.168.175.208,True,False,192.168.225.114,True,False,False,443,-1,True,TCP,ALLOW,43323643,29432541,72756184,SID717347,False,ALLOW_WEB,India
FW000016902,,VDR-11729.corp.local,153.144.197.28,999.999.999.999,80.0,25.0,udp,Allow,27853176,-24545823,,0,block_tor_exit,RU,,VDR-11729,153.144.197.28,True,False,999.999.999.999,False,True,True,80,25,False,UDP,ALLOW,27853176,0,27853176,UNKNOWN_SESSION,False,BLOCK_TOR_EXIT,Ru
FW000010562,2026-08-04T08:14:48,LPT-12301,192.168.65.226,137.103.195.252,,53.0,17,deny,,,,False,DENY_TELNET,IN,2026-08-04 08:14:48,LPT-12301,192.168.65.226,True,False,137.103.195.252,True,False,False,-1,53,True,UDP,DENY,0,0,0,UNKNOWN_SESSION,False,DENY_TELNET,In
FW000022545,05/08/2026,LPT-10581,172.16.251.30,172-16.224.119,3389.0,,TCP/6,permit,9243679,"44,719,079",SID672743,False,,unknown,2026-08-05 00:00:00,LPT-10581,172.16.251.30,True,False,172-16.224.119,False,True,True,3389,-1,True,TCP,ALLOW,9243679,44719079,53962758,SID672743,False,UNKNOWN,Unknown
FW000000202,1788214524,WS-11233,172.16.231.,118.185.72.34,53.0,80.0,udp,PERMIT,-13924628,46299341,SID822396,0,block_tor_exit,United States,2026-08-31 22:15:24,WS-11233,172.16.231.,False,True,118.185.72.34,True,False,True,53,80,False,UDP,ALLOW,0,46299341,46299341,SID822396,False,BLOCK_TOR_EXIT,United States
FW000029189,2026-08-07 02:38:08,LPT-12582,UNKNOWN,999.999.999.999,1433.0,8443.0,TCP,BLOCK,4258773,24890414,SID459429,False,,US,2026-08-07 02:38:08,LPT-12582,0.0.0.0,False,True,999.999.999.999,False,True,True,1433,8443,False,TCP,DENY,4258773,24890414,29149187,SID459429,False,UNKNOWN,Us
FW000022078,05/08/2026,LPT-12149.corp.local,10.111.91,169-90.27.126,3306.0,8443.0,TCP,DENY,18674019,18218383,SID-946211,no,UNKNOWN,United States,2026-08-05 00:00:00,LPT-12149,10.111.91,False,True,169-90.27.126,False,True,True,3306,8443,False,TCP,DENY,18674019,18218383,36892402,SID-946211,False,UNKNOWN,United States
FW000022746,2026-08-15T23:49:45,WS-12556,UNKNOWN,UNKNOWN,80.0,22.0,6,permit,34278358,13.42 MB,SID461065,N,MONITOR_DB_ACCESS,unknown,2026-08-15 23:49:45,WS-12556,0.0.0.0,False,True,0.0.0.0,False,True,True,80,22,False,TCP,ALLOW,34278358,0,34278358,SID461065,False,MONITOR_DB_ACCESS,Unknown
FW000020841,25/08/2026,VDR-10796.corp.local,10.166.158,25.184.25.146,8080.0,,TCP/6,drop,30199413,-35061375,SID548192,1,UNKNOWN,India,2026-08-25 00:00:00,VDR-10796,10.166.158,False,True,25.184.25.146,True,False,True,8080,-1,True,TCP,DENY,30199413,0,30199413,SID548192,True,UNKNOWN,India
FW000019146,01/08/2026 12:19,LPT-12831.corp.local,172.16.5.3.0,10.143.210,-3.0,,TCP,permit,31807537,7762234,sid429230,False,block_tor_exit,US,2026-08-01 12:19:00,LPT-12831,172.16.5.3.0,False,True,10.143.210,False,True,True,-1,-1,True,TCP,ALLOW,31807537,7762234,39569771,SID429230,False,BLOCK_TOR_EXIT,Us
FW000015167,,VDR-12330,19.223.164.,,135.0,135.0,tcp,BLOCK,35937.23 KB,"42,114,773",SID890834,0,BLOCK_EXTERNAL_RDP,India,,VDR-12330,19.223.164.,False,True,0.0.0.0,False,True,True,135,135,False,TCP,DENY,0,42114773,42114773,SID890834,False,BLOCK_EXTERNAL_RDP,India
FW000022866,09-Sep-2026 09:45:06,WS-12266,209.80.197.,172.16.60.93,1433.0,80.0,tcp,pass,14041875,,SID481517,False,UNKNOWN,IN,2026-09-09 09:45:06,WS-12266,209.80.197.,False,True,172.16.60.93,True,False,True,1433,80,False,TCP,ALLOW,14041875,0,14041875,SID481517,False,UNKNOWN,In
FW000022296,2026-08-21T21:53:06,LPT-10205.corp.local,199-134.123.16,20.55.58.191,25.0,53.0,TCP/6,BLOCK,20844683,38453246,SID450527,N,MONITOR_DB_ACCESS,IN,2026-08-21 21:53:06,LPT-10205,199-134.123.16,False,True,20.55.58.191,True,False,True,25,53,False,TCP,DENY,20844683,38453246,59297929,SID450527,False,MONITOR_DB_ACCESS,In
FW000023581,08-16-2026 09:23:36 PM,VDR-10805,192.168.55.193,,8080.0,8080.0,TCP/6,PASS,46233251,43883506,SID304508,False,UNKNOWN,US,2026-08-16 21:23:36,VDR-10805,192.168.55.193,True,False,0.0.0.0,False,True,True,8080,8080,False,TCP,ALLOW,46233251,43883506,90116757,SID304508,False,UNKNOWN,Us
FW000022932,,LPT-12407,16.72.96.11,192.168.44.39,-2.0,25.0,ICMP,DROP,12332129,34.06 MB,SID170415,no,UNKNOWN,Russia,,LPT-12407,16.72.96.11,True,False,192.168.44.39,True,False,False,-1,25,True,ICMP,DENY,12332129,0,12332129,SID170415,False,UNKNOWN,Russia
FW000004856,2026-08-06 11:50:08,VDR-10167,10.105.128,192.168.197.119,443.0,22.0,TCP/6,PASS,23543784,,,no,ALLOW_INTERNAL_DNS,IN,2026-08-06 11:50:08,VDR-10167,10.105.128,False,True,192.168.197.119,True,False,True,443,22,False,TCP,ALLOW,23543784,0,23543784,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,In
FW000024029,2026-08-15 10:08:17,LPT-11234,192.168.200.182,UNKNOWN,,0.0,TCP,permit,28.38 MB,"45,849,179",,False,ALLOW_WEB,United States,2026-08-15 10:08:17,LPT-11234,192.168.200.182,True,False,0.0.0.0,False,True,True,-1,0,True,TCP,ALLOW,0,45849179,45849179,UNKNOWN_SESSION,False,ALLOW_WEB,United States
FW000028831,29/08/2026,LPT-10980,172.16.10.23,90.106.218.203,3389.0,443.0,TCP,DROP,33045579,20.78 MB,SID996004,False,allow_office_apps,unknown,2026-08-29 00:00:00,LPT-10980,172.16.10.23,True,False,90.106.218.203,True,False,False,3389,443,False,TCP,DENY,33045579,0,33045579,SID996004,False,ALLOW_OFFICE_APPS,Unknown
FW000022743,03/09/2026,lpt-12265,192.168.186.150,192.168.114.76,135.0,22.0,udp,DROP,1603597,29545339,SID228190,False,UNKNOWN,US,2026-09-03 00:00:00,LPT-12265,192.168.186.150,True,False,192.168.114.76,True,False,False,135,22,False,UDP,DENY,1603597,29545339,31148936,SID228190,False,UNKNOWN,Us
FW000009742,08-31-2026 06:32:03 PM,LPT-11805,121.64.107.26,172.16.175.9,80.0,22.0,TCP/6,ALLOW,28308774,-24716085,SID439847,1,,ind,2026-08-31 18:32:03,LPT-11805,121.64.107.26,True,False,172.16.175.9,True,False,False,80,22,False,TCP,ALLOW,28308774,0,28308774,SID439847,True,UNKNOWN,Ind
FW000012503,28/08/2026,LPT-10954,,,53.0,445.0,tcp,permit,7783.58 KB,43910350,,False,ALLOW_INTERNAL_DNS,RU,2026-08-28 00:00:00,LPT-10954,0.0.0.0,False,True,0.0.0.0,False,True,True,53,445,False,TCP,ALLOW,0,43910350,43910350,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,Ru
FW000015951,08-26-2026 03:11:04 PM,VDR-12335.corp.local,124.72.35.34,10.3.104,3306.0,3306.0,UDP,pass,30675996,9241726,,False,MONITOR_DB_ACCESS,CN,2026-08-26 15:11:04,VDR-12335,124.72.35.34,True,False,10.3.104,False,True,True,3306,3306,False,UDP,ALLOW,30675996,9241726,39917722,UNKNOWN_SESSION,False,MONITOR_DB_ACCESS,Cn
FW000018823,2026-08-02 09:30:11,,214.18.238.232,199.168.181.,445.0,80.0,17,block,43.93 MB,8924411,sid483287,False,,,2026-08-02 09:30:11,,214.18.238.232,True,False,199.168.181.,False,True,True,445,80,False,UDP,DENY,0,8924411,8924411,SID483287,False,UNKNOWN,Unknown
FW000003766,2026-08-21 05:47:03,LPT-12617,149.158.126.45,192.168.109.227,91289.0,25.0,TCP/6,pass,47586424,"49,812,944",SID507328,False,allow_office_apps,IN,2026-08-21 05:47:03,LPT-12617,149.158.126.45,True,False,192.168.109.227,True,False,False,-1,25,True,TCP,ALLOW,47586424,49812944,97399368,SID507328,False,ALLOW_OFFICE_APPS,In
FW000027893,1788089623,WS-10870,68.255.2.,172.16.50.85,3306.0,22.0,tcp,Allow,12232300,,sid288407,0,block_tor_exit,,2026-08-30 11:33:43,WS-10870,68.255.2.,False,True,172.16.50.85,True,False,True,3306,22,False,TCP,ALLOW,12232300,0,12232300,SID288407,False,BLOCK_TOR_EXIT,Unknown
FW000013453,07-Aug-2026 01:42:46,VDR-12160,172.16.75.,99.110.47.86,,25.0,TCP,PASS,-40915806,23628977,,False,MONITOR_DB_ACCESS,Russia,2026-08-07 01:42:46,VDR-12160,172.16.75.,False,True,99.110.47.86,True,False,True,-1,25,True,TCP,ALLOW,0,23628977,23628977,UNKNOWN_SESSION,False,MONITOR_DB_ACCESS,Russia
FW000006433,2026-08-29 23:59:59,WS-12472,172.16.18.200,91.139.64.249,22.0,1433.0,tcp,pass,42982465,,SID485775,False,DENY_TELNET,China,2026-08-29 23:59:59,WS-12472,172.16.18.200,True,False,91.139.64.249,True,False,False,22,1433,False,TCP,ALLOW,42982465,0,42982465,SID485775,False,DENY_TELNET,China
FW000025028,2026-08-11 06:24:58,VDR-11236,172.16.94.,118.56.100.67.0,3389.0,443.0,TCP/6,PERMIT,,3091784,SID-982650,False,DENY_TELNET,Russia,2026-08-11 06:24:58,VDR-11236,172.16.94.,False,True,118.56.100.67.0,False,True,True,3389,443,False,TCP,ALLOW,0,3091784,3091784,SID-982650,False,DENY_TELNET,Russia
FW000007847,09/09/2026 21:57,LPT-10948,,10.157.240,135.0,8080.0,tcp,deny,21043324,-31659720,SID265176,no,ALLOW_WEB,US,2026-09-09 21:57:00,LPT-10948,0.0.0.0,False,True,10.157.240,False,True,True,135,8080,False,TCP,DENY,21043324,0,21043324,SID265176,False,ALLOW_WEB,Us
FW000028646,09/08/2026,WS-11743,172.16.250.242.0,147.28.113.222,,3389.0,TCP,BLOCK,23430019,20089646,SID-302258,False,allow_office_apps,RU,2026-08-09 00:00:00,WS-11743,172.16.250.242.0,False,True,147.28.113.222,True,False,True,-1,3389,True,TCP,DENY,23430019,20089646,43519665,SID-302258,False,ALLOW_OFFICE_APPS,Ru
FW000012254,2026/09/09,VDR-11232,192.168.186.34,10.48.210,,135.0,UDP,DROP,40797150,"31,089,885",SID918796,False,MONITOR_DB_ACCESS,ind,2026-09-09 00:00:00,VDR-11232,192.168.186.34,True,False,10.48.210,False,True,True,-1,135,True,UDP,DENY,40797150,31089885,71887035,SID918796,False,MONITOR_DB_ACCESS,Ind
FW000029018,2026/08/14,,20.42.25.3,141.187.88.67,80.0,,TCP,PASS,14.1 MB,46528304,SID107401,False,allow_office_apps,India,2026-08-14 00:00:00,,20.42.25.3,True,False,141.187.88.67,True,False,False,80,-1,True,TCP,ALLOW,0,46528304,46528304,SID107401,False,ALLOW_OFFICE_APPS,India
FW000022725,2026-08-29 05:36:30,VDR-11490,192.168.211.161,172.16.70.128.0,8080.0,96786.0,ping,PERMIT,37950714,4761937,SID571495,False,allow_office_apps,unknown,2026-08-29 05:36:30,VDR-11490,192.168.211.161,True,False,172.16.70.128.0,False,True,True,8080,-1,True,PING,ALLOW,37950714,4761937,42712651,SID571495,False,ALLOW_OFFICE_APPS,Unknown
FW000021206,2026-08-06 16:10:31,ws-10512,10.10.15,177.132.199.208,53.0,,TCP/6,permit,27785.74 KB,31626758,SID934529,False,,unknown,2026-08-06 16:10:31,WS-10512,10.10.15,False,True,177.132.199.208,True,False,True,53,-1,True,TCP,ALLOW,0,31626758,31626758,SID934529,False,UNKNOWN,Unknown
FW000016403,08-13-2026 06:00:48 PM,vdr-12243,,UNKNOWN,135.0,3306.0,6,pass,,33.1 MB,SID125849,False,allow_office_apps,US,2026-08-13 18:00:48,VDR-12243,0.0.0.0,False,True,0.0.0.0,False,True,True,135,3306,False,TCP,ALLOW,0,0,0,SID125849,False,ALLOW_OFFICE_APPS,Us
FW000019945,2026-08-18 14:29:55,WS-10552,208.67.163.196,999.999.999.999,53.0,53.0,tcp,Allow,6410599,,SID721170,False,,US,2026-08-18 14:29:55,WS-10552,208.67.163.196,True,False,999.999.999.999,False,True,True,53,53,False,TCP,ALLOW,6410599,0,6410599,SID721170,False,UNKNOWN,Us
FW000020336,2026-08-03 05:16:33,LPT-12424,,172.16.76.201,80.0,1433.0,tcp,PASS,32973.97 KB,"17,122,892",sid239750,False,,RU,2026-08-03 05:16:33,LPT-12424,0.0.0.0,False,True,172.16.76.201,True,False,True,80,1433,False,TCP,ALLOW,0,17122892,17122892,SID239750,False,UNKNOWN,Ru
FW000016434,08-21-2026 06:30:49 AM,VDR-12129,68.225.69.,202.131.1.155,80.0,,TCP,DENY,729166,26483328,SID160199,False,,US,2026-08-21 06:30:49,VDR-12129,68.225.69.,False,True,202.131.1.155,True,False,True,80,-1,True,TCP,DENY,729166,26483328,27212494,SID160199,False,UNKNOWN,Us
FW000000888,1788474790,LPT-10850,999.999.999.999,152.43.242.33,8080.0,77399.0,udp,BLOCK,40213483,-11627329,SID512546,False,,China,2026-09-03 22:33:10,LPT-10850,999.999.999.999,False,True,152.43.242.33,True,False,True,8080,-1,True,UDP,DENY,40213483,0,40213483,SID512546,False,UNKNOWN,China
FW000006262,17-Aug-2026 02:34:38,VDR-11275,192.168.104.151,10.62.219.0,,22.0,TCP,PASS,37658413,25108417,SID369077,False,ALLOW_INTERNAL_DNS,India,2026-08-17 02:34:38,VDR-11275,192.168.104.151,True,False,10.62.219.0,True,False,False,-1,22,True,TCP,ALLOW,37658413,25108417,62766830,SID369077,False,ALLOW_INTERNAL_DNS,India
FW000023621,1786271574,vdr-12276,10.48.6,172.16.29.46,3389.0,80.0,UDP/17,pass,12414328,5.25 MB,SID885003,False,UNKNOWN,RU,2026-08-09 10:32:54,VDR-12276,10.48.6,False,True,172.16.29.46,True,False,True,3389,80,False,UDP,ALLOW,12414328,0,12414328,SID885003,False,UNKNOWN,Ru
FW000006990,2026-09-06 13:57:04,LPT-10920,10.168.186,192.168.160.149,445.0,,UDP,PASS,41711052,7912252,SID403382,no,,IN,2026-09-06 13:57:04,LPT-10920,10.168.186,False,True,192.168.160.149,True,False,True,445,-1,True,UDP,ALLOW,41711052,7912252,49623304,SID403382,False,UNKNOWN,In
FW000006044,07-Sep-2026 15:04:47,LPT-10159,117-124.12.83,71.45.145.52,22.0,8080.0,TCP/6,pass,-36413534,19207276,SID131294,False,allow_office_apps,unknown,2026-09-07 15:04:47,LPT-10159,117-124.12.83,False,True,71.45.145.52,True,False,True,22,8080,False,TCP,ALLOW,0,19207276,19207276,SID131294,False,ALLOW_OFFICE_APPS,Unknown
FW000010809,06/08/2026 21:26,VDR-12412,10.179.251,192.168.164.46,,25.0,ICMP,PERMIT,"8,030,708",,SID720579,False,MONITOR_DB_ACCESS,US,2026-08-06 21:26:00,VDR-12412,10.179.251,False,True,192.168.164.46,True,False,True,-1,25,True,ICMP,ALLOW,8030708,0,8030708,SID720579,False,MONITOR_DB_ACCESS,Us
FW000025093,,WS-11336,10.242.152,UNKNOWN,1433.0,8080.0,6,pass,"18,905,393",33930693,,False,DENY_TELNET,CN,,WS-11336,10.242.152,False,True,0.0.0.0,False,True,True,1433,8080,False,TCP,ALLOW,18905393,33930693,52836086,UNKNOWN_SESSION,False,DENY_TELNET,Cn
FW000019553,22/08/2026,WS-11289,999.999.999.999,10-48.73,0.0,-1.0,17,Allow,18931459,,SID-356116,False,,RU,2026-08-22 00:00:00,WS-11289,999.999.999.999,False,True,10-48.73,False,True,True,0,-1,True,UDP,ALLOW,18931459,0,18931459,SID-356116,False,UNKNOWN,Ru
FW000019334,31/08/2026,WS-10091.corp.local,192.168.26.238,109.4.233.120,8443.0,53.0,6,ALLOW,23411389,-25800135,,False,UNKNOWN,,2026-08-31 00:00:00,WS-10091,192.168.26.238,True,False,109.4.233.120,True,False,False,8443,53,False,TCP,ALLOW,23411389,0,23411389,UNKNOWN_SESSION,False,UNKNOWN,Unknown
FW000001425,08-29-2026 03:04:17 AM,VDR-12141,172.16.156.43,172.16.73.100,445.0,3389.0,UDP/17,PASS,37694.82 KB,42215687,,False,MONITOR_DB_ACCESS,US,2026-08-29 03:04:17,VDR-12141,172.16.156.43,True,False,172.16.73.100,True,False,False,445,3389,False,UDP,ALLOW,0,42215687,42215687,UNKNOWN_SESSION,False,MONITOR_DB_ACCESS,Us
FW000016524,,LPT-12565,999.999.999.999,172.16.183.205.0,8443.0,3389.0,TCP/6,DENY,"14,031,088",22937336,,False,block_tor_exit,ind,,LPT-12565,999.999.999.999,False,True,172.16.183.205.0,False,True,True,8443,3389,False,TCP,DENY,14031088,22937336,36968424,UNKNOWN_SESSION,False,BLOCK_TOR_EXIT,Ind
FW000015925,08-06-2026 08:08:14 PM,WS-11355,192-168.97.171,61.11.43.168,135.0,25.0,udp,BLOCK,16176.87 KB,18.56 MB,SID341157,True,block_tor_exit,,2026-06-08 20:08:14,WS-11355,192-168.97.171,False,True,61.11.43.168,True,False,True,135,25,False,UDP,DENY,0,0,0,SID341157,True,BLOCK_TOR_EXIT,Unknown
