alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,detected_timestamp_clean,resolved_timestamp_clean,is_temporal_anomaly,resolution_time_hours,user_id_clean,hostname_clean,severity_clean,severity_score,status_clean,is_active_alert,alert_type_clean,is_high_threat_type,file_path_clean,sha256_clean
EPA00004131,01/09/2026 01:24,2026-09-01 16:24:36,vdr-11594,EMP 11594,SentinelOne,Lateral movement detected,High,Open,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,5f367490bc1d32d21837057f49fb4f1c8876fa1af272189d14c4633237eba989,,HIGH,2026-09-01 01:24:00,2026-09-01 16:24:36,False,15.01,EMP11594,VDR-11594,HIGH,75,OPEN,True,Lateral Movement Detected,True,C:\Users\user\AppData\Local\Temp\cache.bin,5f367490bc1d32d21837057f49fb4f1c8876fa1af272189d14c4633237eba989
EPA00000755,23/08/2026 09:07,,ws-12746,12746,Carbon Black,Ransomware Activity,MEDIUM,Investigating,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,powershell.exe,0b8b13333f52e424f187dcce05a4424f6a5794cfc514c5e423157161a083c108,soc.analyst1,Critical,2026-08-23 09:07:00,,False,,EMP12746,WS-12746,MEDIUM,50,IN_PROGRESS,True,Ransomware Activity,True,C:\ProgramData\svc\agent.dll,0b8b13333f52e424f187dcce05a4424f6a5794cfc514c5e423157161a083c108
EPA00005834,2026-08-01 11:23:41,2026/08/03,WS_12120,12120,Windows Defender,Keylogger suspected,MEDIUM,Open,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,python.exe,221E4953FDFFEF99EF8F316D4A5BF0C0C52BF4CC18B0171BA6BFA494B8D83BA4,soc.analyst2,MEDIUM,2026-08-01 11:23:41,2026-08-03 00:00:00,False,36.61,EMP12120,WS-12120,MEDIUM,50,OPEN,True,Keylogger Suspected,False,C:\ProgramData\svc\agent.dll,221e4953fdffef99ef8f316d4a5bf0c0c52bf4cc18b0171ba6bfa494b8d83ba4
EPA00002972,09-09-2026 11:51:23 AM,,WS-11624,EMP11624,Kaspersky,Unauthorized USB,Moderate,CLOSED,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,0b18cd360b8108d190176f292cf098b0d0af61255d2680f0196aef28aba136df,soc.analyst2,HIGH,2026-09-09 11:51:23,,False,,EMP11624,WS-11624,MEDIUM,50,RESOLVED,False,Unauthorized Usb,False,C:\Windows\System32\drivers\etc\hosts,0b18cd360b8108d190176f292cf098b0d0af61255d2680f0196aef28aba136df
EPA00001083,2026/08/28,,LPT-11175,emp11175,Kaspersky,Keylogger suspected,H,Not Malicious,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,powershell.exe,,soc.analyst2,High,2026-08-28 00:00:00,,False,,EMP11175,LPT-11175,HIGH,75,OPEN,True,Keylogger Suspected,False,D:\Projects\scripts\cleanup.ps1,unknown
EPA00002921,1788291860,1788353060,VDR-12216,emp12216,SYMANTEC,Browser hijack attempt,High,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,,4f58cf222af9fb6e75b49d0ea7daf0452747498da0446dd4a31a62bac6c46298,incident.team,L,2026-09-01 19:44:20,2026-09-02 12:44:20,False,17.0,EMP12216,VDR-12216,HIGH,75,RESOLVED,False,Browser Hijack Attempt,False,C:\Users\user\Desktop\salary.xlsx,4f58cf222af9fb6e75b49d0ea7daf0452747498da0446dd4a31a62bac6c46298
EPA00000312,2026/09/03,,WS-12206,EMP12206,Defender,Lateral movement detected,Minor,Closed,Multiple failed attempts to disable security agent.,D:\Projects\scripts\cleanup.ps1,,a1b96efa833b9a57fb208a21e804db9c8684598aafe9831bd5995fa55b6f8237,admin,L,2026-09-03 00:00:00,,False,,EMP12206,WS-12206,LOW,25,RESOLVED,False,Lateral Movement Detected,True,D:\Projects\scripts\cleanup.ps1,a1b96efa833b9a57fb208a21e804db9c8684598aafe9831bd5995fa55b6f8237
EPA00004645,06-Sep-2026 10:59:33,07-Sep-2026 05:59:33,VDR-10825,10825,Quick Heal,Unauthorized USB,Medium,Investigating,Endpoint protection detected suspicious activity on host.,,msedge.exe,fdbdb5abf5bf6bfc010b5b52e2075cf524a75549cb3433287223cf4626b49208,,,2026-09-06 10:59:33,2026-09-07 05:59:33,False,19.0,EMP10825,VDR-10825,MEDIUM,50,IN_PROGRESS,True,Unauthorized Usb,False,Unknown,fdbdb5abf5bf6bfc010b5b52e2075cf524a75549cb3433287223cf4626b49208
EPA00000662,2026/08/13,17/08/2026 23:19,VDR-10020,EMP10020,SentinelOne,Unauthorized USB,MEDIUM,Unassigned,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,85d90115526896b00c30be1bdb2723afbb8c477bc102f2dd01140cda3f9f19b2,unassigned,CRITICAL,2026-08-13 00:00:00,2026-08-17 23:19:00,False,119.32,EMP10020,VDR-10020,MEDIUM,50,IN_PROGRESS,True,Unauthorized Usb,False,C:\Users\user\AppData\Local\Temp\cache.bin,85d90115526896b00c30be1bdb2723afbb8c477bc102f2dd01140cda3f9f19b2
EPA00001990,22/08/2026,2026-08-26T23:55:19,VDR-10499,EMP10499,Windows Defender,MALWARE_DETECTED,Low,Resolved,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,python.exe,76ee51ac9f419e8887974437414791822593c908356a9032a953d4a39d165cb4,soc.analyst1,,2026-08-22 00:00:00,2026-08-26 23:55:19,False,119.92,EMP10499,VDR-10499,LOW,25,RESOLVED,False,Malware_Detected,True,C:\ProgramData\svc\agent.dll,76ee51ac9f419e8887974437414791822593c908356a9032a953d4a39d165cb4
EPA00003666,2026-08-19T02:56:53,2026-08-21T05:56:53,LPT_11156,emp11156,Carbon Black,Phishing URL blocked,P1,O,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,,,,LOW,2026-08-19 02:56:53,2026-08-21 05:56:53,False,51.0,EMP11156,LPT-11156,CRITICAL,100,OPEN,True,Phishing Url Blocked,False,C:\Windows\System32\drivers\etc\hosts,unknown
EPA00000307,19/08/2026 13:21,1787268083,ws-11430,EMP11430,Carbon Black,Keylogger suspected,LOW,NEW,Malicious file blocked. User notified. Need validation.,,cmd.exe,daecc762b49ee3301df92cfe26232e3460da78693c33fc77214826972a7c5ed1,,,2026-08-19 13:21:00,2026-08-20 23:21:23,False,34.01,EMP11430,WS-11430,LOW,25,OPEN,True,Keylogger Suspected,False,Unknown,daecc762b49ee3301df92cfe26232e3460da78693c33fc77214826972a7c5ed1
EPA00002336,,08-07-2026 08:05:27 AM,,EMP 12693,Carbon Black,Lateral movement detected,Moderate,FALSE_POSITIVE,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,excel.exe,9cdc38f1961806ab52c912,soc.analyst1,High,,2026-07-08 08:05:27,False,,EMP12693,,MEDIUM,50,DISMISSED,False,Lateral Movement Detected,True,C:\Windows\System32\drivers\etc\hosts,9cdc38f1961806ab52c912
EPA00004791,,,VDR-12498,EMP12498,Defender,Lateral movement detected,Medium,R,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,powershell.exe,E43E20C85151F34886B642E53B57D974E1A874082BCB29FD2CB43894030619E4,admin,,,,False,,EMP12498,VDR-12498,MEDIUM,50,OPEN,True,Lateral Movement Detected,True,C:\ProgramData\svc\agent.dll,e43e20c85151f34886b642e53b57d974e1a874082bcb29fd2cb43894030619e4
EPA00002357,2026/08/20,,,EMP12910,McAfee,Unauthorized USB,LOW,N,Alert triggered by abnormal network connection.,C:\Windows\Temp\update.tmp,,e18dce9175c495f93affefbab8ad3b0e93329440d191c08bb84fe23c86e72b0e,soc.analyst2,LOW,2026-08-20 00:00:00,,False,,EMP12910,,LOW,25,OPEN,True,Unauthorized Usb,False,C:\Windows\Temp\update.tmp,e18dce9175c495f93affefbab8ad3b0e93329440d191c08bb84fe23c86e72b0e
EPA00003703,21/08/2026 10:48,24/08/2026 15:48,VDR-10061,EMP10061,SYMANTEC,Trojan:Win32,P4,Resolved,Alert generated from heuristic engine. Possible false positive.,,unknown,b66da41252e4fb358f6d4ea797c27358863cb81c9785c43acaec9f2088ac707b,,Low,2026-08-21 10:48:00,2026-08-24 15:48:00,False,77.0,EMP10061,VDR-10061,LOW,25,RESOLVED,False,Trojan:Win32,True,Unknown,b66da41252e4fb358f6d4ea797c27358863cb81c9785c43acaec9f2088ac707b
EPA00003805,02-Sep-2026 17:15:23,,,EMP12697,CrowdStrike,Trojan:Win32,P3,R,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,,b468001222457739ccfa75489ba70dd06e802cc162ed664151e8e61b95eaa772,soc.analyst1,HIGH,2026-09-02 17:15:23,,False,,EMP12697,,MEDIUM,50,OPEN,True,Trojan:Win32,True,D:\Projects\scripts\cleanup.ps1,b468001222457739ccfa75489ba70dd06e802cc162ed664151e8e61b95eaa772
EPA00001928,08-07-2026 02:49:05 PM,2026-08-09 02:49:05,VDR-12777,EMP12777,SYMANTEC,Keylogger suspected,Moderate,O,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,,eae4cc1fdd5c49de9f0887b5d44926b4c307054be6350b6a71b7dc3c77d8658f,,H,2026-07-08 14:49:05,2026-08-09 02:49:05,False,756.0,EMP12777,VDR-12777,MEDIUM,50,OPEN,True,Keylogger Suspected,False,C:\Users\Public\Downloads\invoice.exe,eae4cc1fdd5c49de9f0887b5d44926b4c307054be6350b6a71b7dc3c77d8658f
EPA00007264,08-30-2026 05:06:21 AM,01/09/2026 10:06,,EMP12569,SentinelOne,Suspicious PowerShell Execution,P4,N,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,excel.exe,047dedc6c01a60ed2acb041dcc2aceeaf0117b5698cbe12a854c4cd424084771,,CRITICAL,2026-08-30 05:06:21,2026-09-01 10:06:00,False,52.99,EMP12569,,LOW,25,OPEN,True,Suspicious Powershell Execution,True,C:\ProgramData\svc\agent.dll,047dedc6c01a60ed2acb041dcc2aceeaf0117b5698cbe12a854c4cd424084771
EPA00003428,2026-08-13 21:30:40,1786948240,VDR-11971,emp_11971,Kaspersky,USB device blocked,P2,Investigating,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,msedge.exe,2cc318b5864302ee83798446cc69049f480b8d28297a235bdf33e3565bf9122c,soc.analyst2,MEDIUM,2026-08-13 21:30:40,2026-08-17 06:30:40,False,81.0,EMP11971,VDR-11971,HIGH,75,IN_PROGRESS,True,Usb Device Blocked,False,C:\ProgramData\svc\agent.dll,2cc318b5864302ee83798446cc69049f480b8d28297a235bdf33e3565bf9122c
EPA00000750,09-06-2026 11:25:04 AM,09-06-2026 12:25:04 PM,lpt-11717,11717,SYMANTEC,USB device blocked,MEDIUM,NEW,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,b137ecce52b693c3e47ee75c7a2c0815656cc0e7124122d8b1c942e8ebdf3824,incident.team,HIGH,2026-06-09 11:25:04,2026-06-09 12:25:04,False,1.0,EMP11717,LPT-11717,MEDIUM,50,OPEN,True,Usb Device Blocked,False,C:\Users\user\AppData\Local\Temp\cache.bin,b137ecce52b693c3e47ee75c7a2c0815656cc0e7124122d8b1c942e8ebdf3824
EPA00003639,15-Aug-2026 04:54:03,2026-08-17 13:54:03,VDR-12591,EMP12591,Carbon Black,Suspicious PowerShell Execution,HIGH,New,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,python.exe,7c8d7d4d9a282e90cac6392be8d208614e35dd310b1afe465dc6bc9f8cd20100,soc.analyst1,,2026-08-15 04:54:03,2026-08-17 13:54:03,False,57.0,EMP12591,VDR-12591,HIGH,75,OPEN,True,Suspicious Powershell Execution,True,C:\Windows\Temp\update.tmp,7c8d7d4d9a282e90cac6392be8d208614e35dd310b1afe465dc6bc9f8cd20100
EPA00007338,1788296311,05/09/2026 00:58,vdr-12458,EMP12458,Quick Heal,Suspicious PowerShell Execution,P3,O,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,msedge.exe,77cc0a8f14fc6c76898ace901c5764044cd460bd623e474e8fe62db2ebab5212,,MEDIUM,2026-09-01 20:58:31,2026-09-05 00:58:00,False,75.99,EMP12458,VDR-12458,MEDIUM,50,OPEN,True,Suspicious Powershell Execution,True,C:\Windows\Temp\update.tmp,77cc0a8f14fc6c76898ace901c5764044cd460bd623e474e8fe62db2ebab5212
EPA00001267,2026-09-05T06:12:03,2026-09-05 07:12:03,VDR-11653.corp.local,EMP11653,Defender,Keylogger suspected,High,R,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,cmd.exe,8e369c8c9d7df595298879b587470005c9d06dd58c3a94a95d0ec42dff45d76c,,LOW,2026-09-05 06:12:03,2026-09-05 07:12:03,False,1.0,EMP11653,VDR-11653,HIGH,75,OPEN,True,Keylogger Suspected,False,D:\Projects\scripts\cleanup.ps1,8e369c8c9d7df595298879b587470005c9d06dd58c3a94a95d0ec42dff45d76c
EPA00006076,2026-09-08T01:05:34,2026-09-12T20:05:34,,emp_12787,Quick Heal,Credential dumping attempt,Major,WIP,Malicious file blocked. User notified. Need validation.,,cmd.exe,7e5f59943f9fe61c6df26ed8a234fc45dd477e5cabb7d7cdfcdf6936de5fb117,,Critical,2026-09-08 01:05:34,2026-09-12 20:05:34,False,115.0,EMP12787,,MEDIUM,50,IN_PROGRESS,True,Credential Dumping Attempt,True,Unknown,7e5f59943f9fe61c6df26ed8a234fc45dd477e5cabb7d7cdfcdf6936de5fb117
EPA00006303,17/08/2026 03:41,21/08/2026 14:41,WS-10175,EMP 10175,CrowdStrike,Phishing URL blocked,P1,Resolved,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,msedge.exe,e79b8e425dd8b0e3dbafb4341172d083f34d843892cfad4a709e98fcd699b521,,,2026-08-17 03:41:00,2026-08-21 14:41:00,False,107.0,EMP10175,WS-10175,CRITICAL,100,RESOLVED,False,Phishing Url Blocked,False,D:\Projects\scripts\cleanup.ps1,e79b8e425dd8b0e3dbafb4341172d083f34d843892cfad4a709e98fcd699b521
EPA00007327,08-17-2026 08:50:39 PM,1787003439,ws-12935,EMP12935,Carbon Black,Keylogger suspected,P2,Resolved,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,python.exe,5b54d154152e5206f7b062edc98bb,soc.analyst1,M,2026-08-17 20:50:39,2026-08-17 21:50:39,False,1.0,EMP12935,WS-12935,HIGH,75,RESOLVED,False,Keylogger Suspected,False,C:\Windows\Temp\update.tmp,5b54d154152e5206f7b062edc98bb
EPA00003596,,,LPT-10182,EMP 10182,Kaspersky,Suspicious PowerShell Execution,H,Not Malicious,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,cmd.exe,2348132c373f716a2ed4d472ba88bf164431ab81cca7eaea076feab2cb294692,incident.team,M,,,False,,EMP10182,LPT-10182,HIGH,75,OPEN,True,Suspicious Powershell Execution,True,C:\Windows\System32\drivers\etc\hosts,2348132c373f716a2ed4d472ba88bf164431ab81cca7eaea076feab2cb294692
EPA00002135,27-Aug-2026 00:08:36,2026-08-27 13:08:36,WS-10400,EMP10400,Windows Defender,Malware detected,Minor,FP,Alert triggered by abnormal network connection.,E:\Backup\data.rar,unknown,a8f50e9f4ba798a050ccf14dfcbec7091431c72b4088b56cb63d464ae4cdbb2d,,M,2026-08-27 00:08:36,2026-08-27 13:08:36,False,13.0,EMP10400,WS-10400,LOW,25,OPEN,True,Malware Detected,True,E:\Backup\data.rar,a8f50e9f4ba798a050ccf14dfcbec7091431c72b4088b56cb63d464ae4cdbb2d
EPA00005067,02/09/2026,,WS_10371,EMP10371,McAfee,MALWARE_DETECTED,MEDIUM,R,Alert triggered by abnormal network connection.,E:\Backup\data.rar,,c97c6456434212064ebbed42ca381b3973e071ccfecbc5da6d9925ebc0aa5e5a,,H,2026-09-02 00:00:00,,False,,EMP10371,WS-10371,MEDIUM,50,OPEN,True,Malware_Detected,True,E:\Backup\data.rar,c97c6456434212064ebbed42ca381b3973e071ccfecbc5da6d9925ebc0aa5e5a
EPA00004110,2026/08/23,,LPT-12448,EMP 12448,Windows Defender,Unauthorized USB,High,New,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,excel.exe,6391bc3616ef726a8b9e20c1fba8e5d6f41878972e624766a7a1c3fff55edffa,incident.team,H,2026-08-23 00:00:00,,False,,EMP12448,LPT-12448,HIGH,75,OPEN,True,Unauthorized Usb,False,E:\Backup\data.rar,6391bc3616ef726a8b9e20c1fba8e5d6f41878972e624766a7a1c3fff55edffa
EPA00004970,1788413970,2026/09/05,VDR-11566,EMP 11566,McAfee,Trojan:Win32,Low,False Positive,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,chrome.exe,E5967C14BAA370709F5E53BC43CD228842486C60F70D14230362309D027335DD,soc.analyst2,LOW,2026-09-03 05:39:30,2026-09-05 00:00:00,False,42.34,EMP11566,VDR-11566,LOW,25,DISMISSED,False,Trojan:Win32,True,E:\Backup\data.rar,e5967c14baa370709f5e53bc43cd228842486c60f70d14230362309d027335dd
EPA00004905,01/08/2026,,vdr-10164,10164,CrowdStrike,Unusual admin share access,Medium,Closed,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,,db50a0d763dd5554daea042b083a3a8b03fffdf4da1fbe9ad231845543672342,incident.team,High,2026-08-01 00:00:00,,False,,EMP10164,VDR-10164,MEDIUM,50,RESOLVED,False,Unusual Admin Share Access,False,C:\Users\Public\Downloads\invoice.exe,db50a0d763dd5554daea042b083a3a8b03fffdf4da1fbe9ad231845543672342
EPA00000515,08-05-2026 04:00:06 AM,2026/08/08,LPT-11281,EMP 11281,SentinelOne,Credential dumping attempt,CRITICAL,IN_PROGRESS,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,python.exe,c783f2a47a67238052db23770e715282f7b8c682db20485e49b0246627ee741a,soc.analyst1,,2026-05-08 04:00:06,2026-08-08 00:00:00,False,2204.0,EMP11281,LPT-11281,CRITICAL,100,IN_PROGRESS,True,Credential Dumping Attempt,True,D:\Projects\scripts\cleanup.ps1,c783f2a47a67238052db23770e715282f7b8c682db20485e49b0246627ee741a
EPA00000410,2026-08-19 13:25:43,08-23-2026 01:25:43 PM,VDR-11757,emp11757,SentinelOne,ransomware_behavior,Moderate,IN_PROGRESS,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,79d368605fd5f23be8db8ec83b372f6b8a231827dbd9ca170b5ec29581c1ac8b,soc.analyst1,M,2026-08-19 13:25:43,2026-08-23 13:25:43,False,96.0,EMP11757,VDR-11757,MEDIUM,50,IN_PROGRESS,True,Ransomware_Behavior,True,C:\Windows\System32\drivers\etc\hosts,79d368605fd5f23be8db8ec83b372f6b8a231827dbd9ca170b5ec29581c1ac8b
EPA00007190,2026-08-28T02:05:27,2026-08-29 17:05:27,VDR-11507,EMP11507,McAfee,Suspicious PowerShell Execution,Low,Unassigned,Malicious file blocked. User notified. Need validation.,,powershell.exe,6fe4db3518ccee0b67748f2ea8822fa8ef68bd3f4b5ea,admin,Critical,2026-08-28 02:05:27,2026-08-29 17:05:27,False,39.0,EMP11507,VDR-11507,LOW,25,IN_PROGRESS,True,Suspicious Powershell Execution,True,Unknown,6fe4db3518ccee0b67748f2ea8822fa8ef68bd3f4b5ea
EPA00007174,1787437533,,LPT-10381,EMP10381,SentinelOne,Lateral movement detected,P3,OPEN,Threat detected after file download from external website.,C:\Windows\System32\drivers\etc\hosts,excel.exe,4b93106c1747dad6b4af77a96b038635eab07645de5b8924b57b057f9f011c15,incident.team,H,2026-08-22 22:25:33,,False,,EMP10381,LPT-10381,MEDIUM,50,OPEN,True,Lateral Movement Detected,True,C:\Windows\System32\drivers\etc\hosts,4b93106c1747dad6b4af77a96b038635eab07645de5b8924b57b057f9f011c15
EPA00000208,19/08/2026 04:08,,LPT-10058,emp10058,Carbon Black,Browser hijack attempt,High,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,,7c4cbc1e7d4afa069c2e7d9187476867369a76acc4c9b72fc2ac6a71a27926c8,soc.analyst2,Low,2026-08-19 04:08:00,,False,,EMP10058,LPT-10058,HIGH,75,IN_PROGRESS,True,Browser Hijack Attempt,False,C:\Users\user\AppData\Local\Temp\cache.bin,7c4cbc1e7d4afa069c2e7d9187476867369a76acc4c9b72fc2ac6a71a27926c8
EPA00007061,2026-08-16 18:13:41,,WS-12194,EMP12194,SYMANTEC,Malware detected,Minor,O,Multiple failed attempts to disable security agent.,C:\ProgramData\svc\agent.dll,powershell.exe,fd373abdd321c5c6c8768bc6a73c968b38561667b9a507e6f585203ee96457b0,,Critical,2026-08-16 18:13:41,,False,,EMP12194,WS-12194,LOW,25,OPEN,True,Malware Detected,True,C:\ProgramData\svc\agent.dll,fd373abdd321c5c6c8768bc6a73c968b38561667b9a507e6f585203ee96457b0
EPA00000459,2026-08-31 09:17:25,04/09/2026 09:17,VDR-12119,emp12119,CrowdStrike,Lateral movement detected,MEDIUM,Closed,Alert generated from heuristic engine. Possible false positive.,,powershell.exe,ce6f9cbbea93f8ebfabfa2e033d9658d64a08cfd879076bbab2da1628adf817a,,Critical,2026-08-31 09:17:25,2026-09-04 09:17:00,False,95.99,EMP12119,VDR-12119,MEDIUM,50,RESOLVED,False,Lateral Movement Detected,True,Unknown,ce6f9cbbea93f8ebfabfa2e033d9658d64a08cfd879076bbab2da1628adf817a
EPA00002055,2026-08-04 03:28:28,2026/08/04,WS-10707,EMP10707,Quick Heal,suspicious_powershell,LOW,In Progress,Process attempted to access sensitive directory.,,,c828da3796a0dc5c510e941dd02383148f6cbe4d5ef96f3d6fb3e41fd64aad93,admin,Critical,2026-08-04 03:28:28,2026-08-04 00:00:00,True,,EMP10707,WS-10707,LOW,25,IN_PROGRESS,True,Suspicious_Powershell,True,Unknown,c828da3796a0dc5c510e941dd02383148f6cbe4d5ef96f3d6fb3e41fd64aad93
EPA00002431,,,LPT_10750,EMP10750,CrowdStrike,ransomware_behavior,Major,False Positive,Alert generated from heuristic engine. Possible false positive.,D:\Projects\scripts\cleanup.ps1,powershell.exe,2e5ff8d76420c9bb309a38319e51d839f9ae04981c09085c235787d8bb5722fc,admin,,,,False,,EMP10750,LPT-10750,MEDIUM,50,DISMISSED,False,Ransomware_Behavior,True,D:\Projects\scripts\cleanup.ps1,2e5ff8d76420c9bb309a38319e51d839f9ae04981c09085c235787d8bb5722fc
EPA00000251,19/08/2026 22:57,24/08/2026 09:57,VDR-11754,EMP11754,CrowdStrike,Unauthorized USB,MEDIUM,NEW,Endpoint protection detected suspicious activity on host.,,explorer.exe,fc3c5f6de2f100304db3041a3672b3ffdeb0a30cca496be2fa0d2730188ba6eb,,MEDIUM,2026-08-19 22:57:00,2026-08-24 09:57:00,False,107.0,EMP11754,VDR-11754,MEDIUM,50,OPEN,True,Unauthorized Usb,False,Unknown,fc3c5f6de2f100304db3041a3672b3ffdeb0a30cca496be2fa0d2730188ba6eb
EPA00007067,2026/08/16,16/08/2026 19:29,LPT-12481,EMP12481,Windows Defender,Unauthorized USB,MEDIUM,R,Threat detected after file download from external website.,,python.exe,,admin,M,2026-08-16 00:00:00,2026-08-16 19:29:00,False,19.48,EMP12481,LPT-12481,MEDIUM,50,OPEN,True,Unauthorized Usb,False,Unknown,unknown
EPA00005438,08-13-2026 09:35:08 AM,,LPT-11960,emp11960,SentinelOne,Unauthorized USB,H,Resolved,Malicious file blocked. User notified. Need validation.,,cmd.exe,93998e54fe64a3c2e275ad7fb05511eb86327604be0b017db29977277b2ac014,,MEDIUM,2026-08-13 09:35:08,,False,,EMP11960,LPT-11960,HIGH,75,RESOLVED,False,Unauthorized Usb,False,Unknown,93998e54fe64a3c2e275ad7fb05511eb86327604be0b017db29977277b2ac014
EPA00001108,2026-08-29 05:52:38,09-02-2026 09:52:38 PM,ws-12226,EMP12226,Kaspersky,Lateral movement detected,MEDIUM,Resolved,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,explorer.exe,cf5586cc3f6,incident.team,,2026-08-29 05:52:38,2026-02-09 21:52:38,True,,EMP12226,WS-12226,MEDIUM,50,RESOLVED,False,Lateral Movement Detected,True,C:\Users\user\Desktop\salary.xlsx,cf5586cc3f6
EPA00006719,14/08/2026,15-Aug-2026 00:04:52,LPT-11683,11683,Carbon Black,Unusual admin share access,M,NEW,User reported machine slowdown after popup. AV alert generated.,,powershell.exe,af0475781324382aad61c272b124,admin,CRITICAL,2026-08-14 00:00:00,2026-08-15 00:04:52,False,24.08,EMP11683,LPT-11683,MEDIUM,50,OPEN,True,Unusual Admin Share Access,False,Unknown,af0475781324382aad61c272b124
EPA00005980,21/08/2026 05:20,,VDR-10196,EMP10196,SYMANTEC,Lateral movement detected,MEDIUM,OPEN,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,,de820a8431eb2b28efb946237ab34f982db0230c60a8cfbba5fa343531af7769,soc.analyst2,Critical,2026-08-21 05:20:00,,False,,EMP10196,VDR-10196,MEDIUM,50,OPEN,True,Lateral Movement Detected,True,C:\Users\Public\Downloads\invoice.exe,de820a8431eb2b28efb946237ab34f982db0230c60a8cfbba5fa343531af7769
EPA00001714,08-11-2026 10:37:48 AM,2026-08-15 21:37:48,,10043,Quick Heal,Unauthorized USB,High,IN_PROGRESS,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,explorer.exe,3cd1003f818a0ebc6ff8880b7ee245c738830af8891ed0f30ecebbe8a5e15a4c,soc.analyst2,,2026-11-08 10:37:48,2026-08-15 21:37:48,True,,EMP10043,,HIGH,75,IN_PROGRESS,True,Unauthorized Usb,False,C:\Windows\Temp\update.tmp,3cd1003f818a0ebc6ff8880b7ee245c738830af8891ed0f30ecebbe8a5e15a4c
EPA00003912,2026-08-30T20:54:47,2026-09-02 10:54:47,LPT-10858,emp10858,McAfee,Trojan:Win32,High,Active,User reported machine slowdown after popup. AV alert generated.,,msedge.exe,6B02DC88E1C38E5D90B43EF0C4C8BC51892DD8E27E5E09B26EAE4844D015780A,soc.analyst1,CRITICAL,2026-08-30 20:54:47,2026-09-02 10:54:47,False,62.0,EMP10858,LPT-10858,HIGH,75,OPEN,True,Trojan:Win32,True,Unknown,6b02dc88e1c38e5d90b43ef0c4c8bc51892dd8e27e5e09b26eae4844d015780a
EPA00006668,2026/08/22,27/08/2026 01:46,WS-12531,EMP12531,CrowdStrike,Lateral movement detected,P4,OPEN,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,cmd.exe,da47dcea47777d9aa51e56e81dc3accaa188981106d9d69ce931c6a3754eb4fc,admin,High,2026-08-22 00:00:00,2026-08-27 01:46:00,False,121.77,EMP12531,WS-12531,LOW,25,OPEN,True,Lateral Movement Detected,True,C:\Windows\System32\drivers\etc\hosts,da47dcea47777d9aa51e56e81dc3accaa188981106d9d69ce931c6a3754eb4fc
EPA00000716,12/08/2026,,VDR-12074,EMP12074,CrowdStrike,Unauthorized USB,CRIT,IN_PROGRESS,Malicious file blocked. User notified. Need validation.,,python.exe,,admin,L,2026-08-12 00:00:00,,False,,EMP12074,VDR-12074,CRITICAL,100,IN_PROGRESS,True,Unauthorized Usb,False,Unknown,unknown
