log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000018632,24/08/2026 18:34,LPT-12110,83.167.15.1,97.88.111.156,,135,tcp,pass,42622633,5359870,SID166802,no,NA,India
FW000027804,08-10-2026 05:23:15 PM,VDR-11720,56.139.186.144,127.248.193.228,3389,445,TCP,deny,8981.82 KB,-18287793,SID152132,False,ALLOW_WEB,IN
FW000009899,1788735072,,172.16.212.210,44.208.123.127,25,8080,tcp,PERMIT,37799094,24658937,,False,MONITOR_DB_ACCESS,US
FW000022405,05-Aug-2026 14:13:11,,172.16.9.244.0,,445,-4,6,PERMIT,45410653,29286820,SID120959,no,block_tor_exit,ind
FW000027862,2026-08-06 20:15:43,WS-11677,111.105.67.63.0,192.168.102.,68518,NA,tcp,PASS,41393017,-35046049,SID168638,True,allow_office_apps,China
FW000023836,2026-08-03 06:58:16,lpt-12201,999.999.999.999,10.160.226,445,-4,tcp,DROP,46214040,,SID943844,False,ALLOW_INTERNAL_DNS,
FW000025365,25/08/2026 03:26,WS-10552,192.168.46.181,57-151.141.85,,53,TCP/6,PERMIT,NA,25753936,SID561636,False,UNKNOWN,RU
FW000018664,31/08/2026,WS-12346,19.20.12.221,999.999.999.999,80,NA,tcp,PASS,10593017,46227335,SID695612,False,BLOCK_EXTERNAL_RDP,RU
FW000024508,1786308577,WS_11868,172.16.232.250,209.42.243.82,3306,8443,tcp,PASS,44191667,"34,328,570",SID473311,no,BLOCK_EXTERNAL_RDP,CN
FW000020282,2026-08-16T01:22:15,VDR-12374,172.16.215.164,999.999.999.999,80,135,udp,BLOCK,47.3 MB,,,N,allow_office_apps,Russia
FW000027485,09-09-2026 10:35:06 AM,VDR-11136,192.168.89.89,192.168.199.84.0,3389,443,UDP/17,permit,35606893,36.51 MB,SID876045,False,,
FW000023562,08-19-2026 03:08:46 PM,WS-11374,999.999.999.999,10.243.187,135,22,UDP,DROP,37315928,35105352,SID630249,False,DENY_TELNET,United States
FW000009313,05/08/2026 07:18,LPT-10200,10.164.69,UNKNOWN,,3389,TCP,permit,43.98 MB,5241720,SID762395,yes,UNKNOWN,CN
FW000006173,08-14-2026 04:33:42 PM,ws-11075,17.162.41.186,86.232.189.235,443,1433,6,permit,12175399,20010229,SID-240989,0,UNKNOWN,China
FW000003632,08-14-2026 09:09:03 AM,WS-12036,192.168.21.32.0,172.16.161.36,445,25,tcp,PERMIT,,24838.24 KB,SID565667,no,DENY_TELNET,United States
FW000016956,2026-08-26T20:57:10,WS-11160,10.202.146,212.165.127.156,8080,3389,6,Deny,42802626,35388020,SID900133,False,MONITOR_DB_ACCESS,ind
FW000006273,02/09/2026,WS-12774,UNKNOWN,999.999.999.999,3389,22,TCP,PERMIT,8555388,31816451,SID717556,True,block_tor_exit,CN
FW000025001,08-04-2026 01:29:38 PM,LPT-12158,192.168.250.,192.168.174.,,443,17,BLOCK,29237630,28.22 MB,SID567763,False,,United States
FW000000393,27/08/2026,LPT_10098,192.168.116.160,10.234.77,3306,-5,TCP/6,DENY,30655928,"8,026,532",SID542556,False,UNKNOWN,unknown
FW000003192,2026-08-31 16:11:15,WS-11342,,172-16.21.224,8080,1433,6,deny,33209430,28948568,SID663983,False,NA,ind
FW000000017,02/09/2026 08:34,WS-11791,10.186.18,172.16.150.76,78788,1433,6,PASS,18265938,45867.21 KB,SID577619,no,,CN
FW000020585,2026-08-17T13:50:27,LPT-10811,10.208.141,172.16.134.181,3389,8080,TCP/6,Allow,43427174,36199.65 KB,SID183472,False,ALLOW_INTERNAL_DNS,RU
FW000019057,2026-09-03 09:11:28,VDR-11412,UNKNOWN,83.100.169.20,1433,22,TCP/6,PASS,"31,215,710",39683208,SID256505,True,allow_office_apps,China
FW000029909,2026-08-07 23:04:56,LPT-10931,131.112.1.198,,3306,8443,UDP,ALLOW,"27,678,527",34601180,SID987574,False,ALLOW_WEB,unknown
FW000022549,2026/08/25,VDR-12837,70-2.135.182,10.224.169.0,8443,53,UDP/17,pass,974428,27.7 MB,,False,DENY_TELNET,Russia
FW000027178,08/08/2026 00:05,VDR-10077,10.129.221,192.168.210.114,NA,445,6,Deny,16181981,"43,812,259",SID711028,True,DENY_TELNET,CN
FW000019878,2026-08-27 11:04:40,LPT-10286,172.16.154.149,192.168.128.62,8080,445,TCP,ALLOW,42372.29 KB,44847811,sid533345,N,NA,US
FW000026036,14-Aug-2026 22:37:00,LPT-10271,UNKNOWN,10.243.33,25,,6,pass,"3,713,908",26602.7 KB,SID355196,False,,US
FW000028267,,VDR-11214,192.168.199.248,,8080,80,TCP/6,drop,27.91 MB,"40,784,811",SID333077,False,,
FW000007395,2026/08/03,WS-11315,999.999.999.999,192-168.137.107,135,-2,TCP/6,Deny,"39,494,779",,SID512076,no,UNKNOWN,US
FW000021224,08-08-2026 01:09:57 AM,WS-12341,10.153.225.0,10.18.13,1433,8080,UDP,BLOCK,16446800,4422152,SID305732,False,allow_office_apps,Russia
FW000000594,09-03-2026 12:29:19 PM,LPT-11983,126.133.141.130,172.16.17.102,8080,25,tcp,block,14613344,,,False,UNKNOWN,Russia
FW000004720,2026-08-07T00:54:05,lpt-10901,28.54.65.101,10.154.227,81038,3389,UDP/17,PASS,26232018,,SID559569,no,block_tor_exit,Russia
FW000025122,2026-08-09 01:58:26,LPT-12440,100.221.31.12,172.16.108.18.0,25,80,TCP/6,ALLOW,41467098,33996882,SID107527,no,ALLOW_INTERNAL_DNS,IN
FW000005828,1787545439,VDR-10736.corp.local,192.168.61.197,192.168.23.45.0,,8443,udp,Allow,7005.24 KB,6098266,sid228645,False,NA,unknown
FW000010750,28/08/2026 08:11,VDR-12693,136.78.57.74,183-204.117.4,8443,NA,TCP/6,PERMIT,5399249,13562283,SID871409,False,UNKNOWN,China
FW000024346,,VDR-12030,,192.168.224.91,73942,25,tcp,Allow,,"2,049,371",SID141286,False,block_tor_exit,Russia
FW000022272,04-Sep-2026 06:51:27,lpt-11281,999.999.999.999,149.145.62.204,135,25,tcp,Allow,17.39 MB,29634494,SID401351,False,BLOCK_EXTERNAL_RDP,
FW000018740,02-Aug-2026 15:56:39,WS-10584,172.16.187.250,10.5.161.0,53,25,6,PASS,48161966,5165423,,False,UNKNOWN,unknown
FW000022421,04/09/2026 23:07,LPT-11526,172.16.5.27,197-54.101.182,8443,443,icmp,permit,46288411,3156481,SID604753,0,allow_office_apps,India
FW000004799,,LPT-12885.corp.local,87.28.52.51,999.999.999.999,25,,TCP,permit,40580710,35614305,SID135953,False,ALLOW_WEB,CN
FW000010635,2026-09-06 17:18:03,VDR-10718,172.16.75.164,,3389,445,6,PERMIT,"23,179,411",32331141,SID-781536,False,DENY_TELNET,India
FW000004796,01-Aug-2026 11:55:54,WS-10794,172.16.189.148,53-202.150.45,53,83657,TCP/6,PERMIT,6146.08 KB,121484,NA,True,ALLOW_INTERNAL_DNS,US
FW000020977,,LPT-11658,131.37.82.3,205.171.35.42,80,-3,udp,pass,7565787,10388990,SID338664,False,ALLOW_WEB,
FW000011235,18-Aug-2026 12:56:27,LPT-12205.corp.local,192.168.197.177,119.90.221.180,80,25,tcp,PASS,-16832397,NA,SID-620900,False,allow_office_apps,United States
FW000008657,11/08/2026,VDR-10861,UNKNOWN,10.102.41,,8443,TCP,ALLOW,9129889,"16,329,456",SID246836,N,ALLOW_INTERNAL_DNS,
FW000000164,2026-08-11T17:08:26,lpt-11322,172.16.242.101,10-217.126,53,8443,TCP,permit,,11123753,NA,False,DENY_TELNET,China
FW000000672,2026-08-03 07:14:37,WS-12472,108.154.148.34.0,144.11.57.9,22,,TCP/6,PASS,40944695,43680458,SID644396,N,NA,Russia
FW000029744,02/09/2026,VDR-12020,172.16.29.182.0,10.77.64.0,3306,443,tcp,permit,-14661175,34996793,SID732536,False,NA,CN
FW000014309,09-Aug-2026 05:12:47,LPT-11134,999.999.999.999,192.168.216.,,445,UDP/17,Allow,NA,2082711,SID800984,False,ALLOW_INTERNAL_DNS,RU
FW000005837,,LPT-10731.corp.local,10.217.144,10-190.85,443,,TCP,PERMIT,36633.07 KB,23235449,SID-598483,False,block_tor_exit,CN
FW000016053,2026-08-08T20:22:09,ws-11000,192.168.241.82,10.154.170,NA,8443,6,drop,27717292,43501237,sid443227,False,UNKNOWN,India
FW000023765,08-09-2026 10:47:26 AM,,192.168.138.246,165.131.248.38,8080,80,udp,DROP,-44470200,23104557,SID783741,False,allow_office_apps,unknown
FW000014829,2026-08-20 05:54:16,WS-11893,10.115.94,10.215.183,86349,53,6,Allow,15378339,,SID767397,N,ALLOW_WEB,RU
FW000024818,,WS-10686,192.168.110.228,UNKNOWN,445,135,TCP,Allow,"15,971,385",4084536,SID136295,False,MONITOR_DB_ACCESS,CN
FW000026586,08-10-2026 02:35:30 AM,WS-12166,10.236.54,183.5.87.233,-4,1433,6,permit,27336963,10849127,,False,block_tor_exit,ind
FW000022741,,WS-11952,10.85.51,10-86.14,-2,443,TCP/6,PASS,"33,471,015",47522776,NA,True,NA,CN
FW000025477,08-18-2026 12:35:26 AM,LPT-11085,10.255.23,222.136.62.222,443,3389,TCP/6,DENY,12466214,21758271,NA,False,BLOCK_EXTERNAL_RDP,CN
FW000005543,07/09/2026 13:16,LPT-12885,172.16.88.103,999.999.999.999,3306,8443,TCP/6,PERMIT,"17,817,534",38501222,NA,False,ALLOW_INTERNAL_DNS,ind
FW000022392,31-Aug-2026 07:11:33,WS-10969,10.40.43,10.201.85,3389,80,TCP,PASS,17352235,-25727907,SID-387930,no,ALLOW_INTERNAL_DNS,CN
FW000007994,2026-09-08 05:22:10,WS-10172,128.64.64.143,,,443,tcp,PERMIT,44176501,32142161,SID-130163,False,MONITOR_DB_ACCESS,United States
FW000024023,07/08/2026 04:35,vdr-11205,10.41.226,40.104.16.252,445,NA,6,permit,41.95 MB,,,False,DENY_TELNET,China
FW000023178,2026-08-10 22:17:08,LPT-11573,172.16.195.145,UNKNOWN,135,443,UDP,ALLOW,4060007,18.27 MB,,False,MONITOR_DB_ACCESS,ind
FW000010901,29/08/2026,,129.132.211.104,10.89.73,,53,6,PASS,24.08 MB,25821399,SID399674,False,BLOCK_EXTERNAL_RDP,
FW000007759,2026-08-23 05:13:10,VDR-12225,192.168.58.52,192.168.49.184,53,8443,udp,permit,40.02 MB,17727.93 KB,SID596625,False,ALLOW_INTERNAL_DNS,India
FW000004838,04/08/2026 08:39,WS_11331,192.168.61.72,51.34.32.13,,445,UDP/17,PERMIT,16.58 MB,8779586,SID-833071,no,NA,India
FW000018678,1786285375,VDR-11314,192.168.218.243,,8080,22,6,Allow,-32307407,22894614,SID435880,False,MONITOR_DB_ACCESS,RU
FW000006549,04/09/2026,lpt-10751,192.168.171.72,10.213.100,445,,TCP/6,PASS,1.04 MB,5800287,SID515022,0,block_tor_exit,unknown
FW000024283,1788189474,LPT-12739,172.16.83.245,,1433,53,tcp,permit,,37882600,SID822288,False,UNKNOWN,CN
FW000004482,09-03-2026 11:43:55 AM,LPT-10541,,20.30.249.108,0,443,UDP,Allow,7.03 MB,"14,992,514",SID485274,False,ALLOW_INTERNAL_DNS,RU
FW000003717,,WS_10287,82.33.48.213,,NA,8080,tcp,pass,23378481,24.5 MB,SID663833,False,UNKNOWN,ind
FW000010838,22/08/2026,VDR-10056.corp.local,205.51.159.144.0,11-15.179.190,22,,TCP/6,permit,2765235,28332549,sid311144,False,ALLOW_WEB,India
FW000006141,15/08/2026,VDR-11779,178.25.158.190,98-228.8.230,8080,,udp,pass,28399.98 KB,21.12 MB,NA,False,block_tor_exit,IN
FW000009957,14-Aug-2026 14:10:34,LPT-11616,10.162.244,172.16.144.129,25,25,TCP,permit,4639.04 KB,46138640,SID733435,False,block_tor_exit,
FW000001550,1786250839,WS-12092,192.168.129.205,192.168.153.235,80,80,tcp,pass,,"9,515,108",SID232760,False,DENY_TELNET,India
FW000026716,2026-08-11 17:45:33,WS-12556,,,445,8443,udp,permit,40318.81 KB,26532302,SID264838,False,DENY_TELNET,
FW000014819,,VDR-11033,10.91.74.0,172-16.175.8,22,8443,TCP/6,drop,"2,339,706",-28467337,SID475160,N,BLOCK_EXTERNAL_RDP,Russia
FW000018429,2026-08-29 18:49:06,LPT-11181,192.168.148.203,155.229.118.248.0,3306,-2,TCP/6,drop,-38533660,"10,295,568",SID-706345,False,ALLOW_WEB,India
FW000000768,08-14-2026 05:06:51 AM,WS-12953,192.168.31.,186.163.109.212,53,445,UDP/17,PASS,32470886,,sid255315,N,allow_office_apps,
FW000005694,2026-08-09 03:19:31,WS-12953,172.16.161.240,10.148.205,NA,25,6,DROP,"47,069,165","15,131,762",SID536441,False,ALLOW_WEB,
FW000024255,2026-08-28 12:10:33,vdr-10698,10.95.233,999.999.999.999,22,,tcp,drop,"13,852,332",NA,SID252429,False,,ind
FW000009701,2026-08-02T03:33:47,,104.167.89.130,172.16.51.85,22,90373,TCP,DENY,6136.48 KB,33170825,SID355658,N,ALLOW_INTERNAL_DNS,US
FW000017188,21/08/2026,,168.51.3.202,206-48.45.94,3306,,6,Allow,"10,409,278",43466479,SID570566,N,ALLOW_INTERNAL_DNS,
FW000024242,09/08/2026 05:43,lpt-12315,10-146.110,999.999.999.999,NA,443,17,Allow,36407.03 KB,27978302,SID408675,False,ALLOW_INTERNAL_DNS,
FW000019687,2026/09/03,LPT-12641,172.16.72.,172.16.104.,53,NA,udp,permit,4132.85 KB,2289.24 KB,,0,UNKNOWN,RU
FW000004518,13/08/2026 07:44,WS-11695,192.168.180.30.0,,,53,tcp,deny,44172236,39173240,SID-638166,False,block_tor_exit,RU
FW000012412,26/08/2026 09:50,WS-12473.corp.local,10.126.220,14-183.80.118,53,443,TCP/6,pass,1520791,-31254583,SID364938,N,block_tor_exit,ind
FW000029183,2026-08-03T18:01:29,WS_10866,118.177.119.220,37.127.209.141,80,53,17,pass,14665.7 KB,,,False,DENY_TELNET,RU
FW000027521,1787239701,LPT-11101,192.168.70.134,175.165.199.179,22,22,TCP/6,PERMIT,20309583,27945136,SID942731,False,UNKNOWN,IN
FW000003293,,LPT-10021,10.245.118,10.70.94,8443,445,tcp,DENY,6.11 MB,NA,SID974807,False,NA,IN
FW000009012,,WS_10974,42.66.163.60.0,10.117.67,25,25,17,Allow,,38.46 MB,,False,BLOCK_EXTERNAL_RDP,United States
FW000001404,2026/08/09,lpt-10377,145.145.50.221,178.119.48.254,8080,22,6,DROP,8205.46 KB,15567.8 KB,SID685254,True,allow_office_apps,United States
FW000001383,2026-08-26T03:00:42,VDR-11645.corp.local,193.160.78.115,203.84.28.,22,,UDP,Allow,11.59 MB,3088763,SID692896,False,block_tor_exit,China
FW000010341,2026-08-05 11:56:25,,172.16.59.125,84.128.8.91,NA,,6,PASS,40025238,23.53 MB,SID-944712,True,BLOCK_EXTERNAL_RDP,
FW000023313,2026-08-30 01:10:56,LPT-10356.corp.local,192.168.204.225,172.16.75.,,,TCP,PASS,,,,0,block_tor_exit,RU
FW000022056,09-04-2026 08:33:20 PM,LPT_12670,74.72.140.193,,80,445,tcp,DENY,14995799,13180007,sid620236,False,allow_office_apps,India
FW000001639,2026-08-21T06:43:31,VDR-12964,10.65.203,10.93.209,80,3389,tcp,PASS,16258120,30.2 MB,SID455966,False,block_tor_exit,ind
FW000014084,22-Aug-2026 10:13:34,LPT-11673,10.64.156,172.16.239.65,,0,tcp,permit,,438128,SID529806,False,NA,CN
FW000008801,2026-09-07 07:15:11,LPT_12574,192.168.111.6,192.168.160.121.0,445,3306,TCP,PERMIT,33117896,31606874,sid480786,True,BLOCK_EXTERNAL_RDP,
FW000023292,15/08/2026 13:15,LPT-11250,10.153.50.,172.16.226.218,25,NA,udp,PASS,25632.46 KB,NA,SID474173,0,,Russia
FW000024976,07/08/2026,WS-11218,192.168.112.69,10.227.55,8443,445,6,DENY,2246852,37769689,SID372652,False,block_tor_exit,India
FW000006407,2026-08-07 18:57:37,lpt-12609,10.227.53,192.168.252.227,8443,1433,tcp,permit,"35,512,436",19431.25 KB,SID996338,False,,unknown
FW000009075,08-28-2026 03:56:10 PM,LPT-10981,999.999.999.999,13.82.227.248,3389,85833,TCP/6,Deny,30.87 MB,9195940,SID664394,no,NA,IN
FW000017564,17-Aug-2026 15:45:15,LPT-12858,14.5.135.1,UNKNOWN,76711,3389,6,ALLOW,1731016,10644509,,False,,RU
FW000005449,2026/08/07,VDR-11617,10.114.16.,221.251.239.199,NA,443,17,DENY,"30,119,214",2565.91 KB,SID765334,False,BLOCK_EXTERNAL_RDP,RU
FW000012169,2026/09/06,LPT-12687,,202-78.114.8,,443,TCP,pass,17774074,33404946,sid455233,False,MONITOR_DB_ACCESS,RU
FW000026707,08-21-2026 08:38:04 AM,VDR-12580,192.168.109.,172.16.34.23,445,3306,TCP,PASS,8621241,"48,636,497",SID954299,N,DENY_TELNET,India
FW000005079,08-26-2026 08:24:28 AM,VDR-11215,999.999.999.999,999.999.999.999,25,,6,deny,22088485,13578267,,False,UNKNOWN,ind
FW000025033,2026-09-03T08:19:49,,104.107.148.83,192.168.163.227,8443,8080,TCP/6,PERMIT,19260054,24264565,SID198735,False,MONITOR_DB_ACCESS,
FW000021560,,WS-11839,172.16.53.206,172.16.67.170,80,25,UDP,Allow,"2,974,320",23561718,SID-442172,False,MONITOR_DB_ACCESS,
FW000026527,2026-08-10T20:43:06,VDR-12994,44.7.3.132,86.16.86.227.0,8080,NA,UDP/17,Allow,19961746,34.5 MB,SID589406,False,block_tor_exit,United States
FW000013565,1787866967,LPT-12510,172.16.40.37,119-24.180.212,8080,8443,TCP/6,PASS,NA,30.59 MB,SID696233,False,NA,
FW000017074,10/08/2026,LPT-10702,10.92.42.,75-142.135.122,-3,135,6,permit,,45.82 MB,SID953246,0,block_tor_exit,RU
FW000003851,2026/09/05,VDR-11351.corp.local,192.168.114.242,158.12.27.38,81242,80,6,PASS,40466962,41120992,SID230407,N,NA,China
FW000022910,2026-09-04T16:50:22,lpt-10212,172.16.49.126,192.168.80.63,NA,135,tcp,pass,3810098,46812302,,True,BLOCK_EXTERNAL_RDP,United States
FW000021122,22/08/2026 10:36,LPT-12183,UNKNOWN,999.999.999.999,445,1433,tcp,permit,43177525,3199027,SID583812,N,UNKNOWN,
FW000006489,2026-08-10 16:31:21,WS-12952,10.139.166,36.113.84.65,53,88882,6,PASS,,15857280,SID968418,False,BLOCK_EXTERNAL_RDP,
FW000010146,1787096824,LPT-10107,172.16.53.238,172.16.56.73,,135,TCP,PERMIT,46.31 MB,22242.81 KB,SID731281,False,allow_office_apps,US
FW000013829,2026-08-11 14:23:07,LPT-11801,192.168.250.65,192.168.104.220,8080,8080,TCP,pass,-21482851,10671.6 KB,,False,BLOCK_EXTERNAL_RDP,CN
FW000007155,17/08/2026 15:58,,999.999.999.999,10.155.69,22,8080,UDP,PERMIT,35.33 MB,31579927,,False,UNKNOWN,IN
FW000028089,1788353585,VDR-12627,,192.168.97.108,80,22,TCP/6,permit,30016846,"31,514,081",SID157242,N,allow_office_apps,CN
FW000006611,2026-09-08 22:41:24,VDR-10504,10.145.115,189.43.36.,,,ICMP,DENY,9254325,14834369,,False,ALLOW_WEB,United States
FW000027287,2026-09-05 02:46:45,,10.169.251,194.179.33.36,53,443,TCP/6,DROP,-46656890,20044413,SID-567769,False,allow_office_apps,unknown
FW000005180,05/08/2026 19:12,LPT-10741,13.160.147.172,,,3389,TCP/6,PASS,46468737,24670062,,False,ALLOW_INTERNAL_DNS,unknown
FW000020734,2026-09-04 10:08:17,LPT-10738,UNKNOWN,192.168.28.132.0,,53,tcp,BLOCK,41014274,"42,708,494",SID-144242,False,DENY_TELNET,unknown
FW000012331,2026-09-06 17:23:33,,172.16.22.181,172.16.141.98,25,135,6,deny,9169055,39230732,sid871141,False,block_tor_exit,Russia
FW000018269,2026-08-18T16:52:39,VDR-12825,192.168.238.251,172.16.86.165,3389,80,tcp,PERMIT,"31,099,162",33867419,SID927058,False,UNKNOWN,unknown
FW000019104,03/08/2026 20:47,LPT-11668,999.999.999.999,192.168.203.12,NA,3389,TCP/6,DENY,"46,702,390",15592865,NA,N,MONITOR_DB_ACCESS,
FW000029649,,WS-10307,192.168.124.69,999.999.999.999,80,3306,UDP,ALLOW,22925805,37942184,NA,False,BLOCK_EXTERNAL_RDP,
FW000002495,2026/08/22,LPT-10956,10.255.143,205.145.178.21,-5,3306,TCP/6,Allow,-45960730,27.71 MB,SID772169,False,BLOCK_EXTERNAL_RDP,China
FW000022332,,LPT-10653,172.16.255.227,172.16.244.,NA,80,TCP,pass,1700433,,sid515406,N,ALLOW_WEB,US
FW000019421,02-Sep-2026 07:27:43,VDR-12276,160.193.69.64,127.75.140.162,8080,22,tcp,ALLOW,-39736503,"12,645,299",SID450450,False,BLOCK_EXTERNAL_RDP,unknown
FW000022162,,VDR-12627,153.173.213.100,192.168.184.8,NA,8080,TCP,PASS,31057287,30.41 MB,SID194228,no,ALLOW_WEB,United States
FW000000846,1786070177,LPT-12752.corp.local,192.168.221.225,172.16.192.198,NA,NA,TCP/6,pass,,10769455,SID328038,N,ALLOW_INTERNAL_DNS,IN
FW000008735,2026-08-18 08:21:42,VDR-10597.corp.local,10.166.218,195.170.228.,80,NA,TCP,ALLOW,26756130,4926384,SID857884,N,ALLOW_WEB,
FW000011917,2026/09/03,VDR-12090.corp.local,198.7.13.169,192.168.61.113,22,0,17,DROP,33119451,29144804,SID994990,False,ALLOW_INTERNAL_DNS,
FW000011872,12/08/2026 09:12,LPT-11619,172.16.183.209,192-168.143.25,443,3306,TCP/6,permit,8483252,"46,832,060",NA,False,ALLOW_WEB,ind
FW000012416,21-Aug-2026 21:39:44,LPT-10197,192.168.200.68,192.168.62.49,22,3306,udp,permit,19923576,30.43 MB,SID-689326,N,,India
FW000007968,2026-08-19T07:08:57,LPT-10557,UNKNOWN,10.49.244,91223,53,6,Deny,19221952,42119912,SID840840,False,UNKNOWN,United States
FW000023564,,WS-12468,172.16.76.164,,445,80,6,PERMIT,"49,663,430",146098,SID522309,no,allow_office_apps,Russia
FW000007341,03/08/2026 06:51,VDR_12966,10.163.224,192.168.145.141,3306,,UDP,DROP,NA,35362973,SID616487,0,MONITOR_DB_ACCESS,IN
FW000013892,08-26-2026 02:57:00 PM,LPT-11704,192.168.163.,182.48.37.240,53,53,tcp,PERMIT,46.31 MB,NA,SID842503,False,MONITOR_DB_ACCESS,US
FW000029070,2026-08-08T11:07:10,LPT-11235,21.243.4.66,UNKNOWN,8080,8443,UDP/17,ALLOW,35811944,28913368,SID951375,False,allow_office_apps,
FW000027852,2026-08-30 01:41:48,WS-12317,10.174.141.,216.59.229.75,3389,443,6,permit,30809964,,SID977284,False,allow_office_apps,unknown
FW000007138,09-03-2026 07:50:36 PM,LPT-11501,172-16.79.26,10.81.164,8443,,tcp,ALLOW,27756172,-13327724,SID-560871,False,,unknown
FW000002965,06/08/2026,WS-12124,192.168.222.212.0,10.224.224,-4,25,UDP,block,NA,43022782,,False,BLOCK_EXTERNAL_RDP,United States
FW000015752,1786760068,ws-11080,192.168.218.155,40.211.54.128,,67479,TCP,DENY,,"41,270,500",SID199525,no,DENY_TELNET,Russia
FW000018914,23/08/2026 13:30,WS-11192,192.168.250.88.0,192.168.228.241,1433,1433,TCP,ALLOW,10014326,10.26 MB,,False,allow_office_apps,IN
FW000015477,08-12-2026 02:54:32 PM,WS-11820,192.168.187.118,10-66.130,73814,445,17,ALLOW,35160855,20648114,SID197745,False,ALLOW_WEB,China
FW000005773,29-Aug-2026 01:05:33,VDR_11392,172.16.9.12,192.168.132.94,,-4,TCP/6,PASS,"31,007,013",38874208,SID785588,False,ALLOW_INTERNAL_DNS,China
FW000017433,04/09/2026 03:04,VDR-10843,54-248.51.132,122.148.176.28,-4,,UDP,Deny,27103.44 KB,27489639,SID621483,False,ALLOW_INTERNAL_DNS,United States
FW000023430,18/08/2026 16:41,vdr-10071,UNKNOWN,10.205.85,80,1433,UDP/17,permit,40727461,10872626,SID965287,no,DENY_TELNET,China
FW000018345,31/08/2026 01:11,VDR-12959,192.168.203.80,UNKNOWN,NA,,TCP,DENY,42502167,"39,423,211",,False,DENY_TELNET,ind
FW000002531,28-Aug-2026 00:38:21,LPT-10373,,10-193.96,25,1433,TCP,PERMIT,5759543,NA,,False,block_tor_exit,United States
FW000011139,04/09/2026,VDR-10914,172.16.125.59,178.57.157.53,86168,3306,tcp,BLOCK,"2,743,573",28915102,SID297761,False,ALLOW_WEB,India
FW000026730,2026-08-14T04:40:40,WS_12092,34.34.38.,172.16.79.158,3306,135,UDP/17,PASS,29427486,"7,569,318",SID827763,False,block_tor_exit,Russia
FW000014717,,,192.168.29.127,172.16.224.195,22,-3,TCP,permit,30451648,23068329,SID419386,False,DENY_TELNET,CN
FW000008430,2026-08-11 07:40:59,VDR-12388,172.16.43.217,160.205.175.174,443,445,TCP,Allow,3.78 MB,37600088,SID842835,True,MONITOR_DB_ACCESS,IN
FW000004918,01/08/2026 16:40,WS-10513,172.16.25.188,129.149.123.124,22,,6,permit,30454276,3605338,sid144720,False,block_tor_exit,Russia
FW000025710,,VDR-12313,10.105.81,192.168.196.99,99860,3389,tcp,DROP,27.63 MB,-9552032,sid548850,True,MONITOR_DB_ACCESS,
FW000005902,1788963842,LPT-10382,192.168.145.211,192.168.219.221,445,,tcp,Deny,,18464735,SID691180,0,UNKNOWN,United States
FW000008287,1785693460,VDR-11451,119.37.134.,,80,,TCP,PERMIT,28762975,3574.77 KB,SID588520,False,DENY_TELNET,US
FW000020644,2026-08-18 18:07:16,WS-11987,192.168.104.175,UNKNOWN,97379,135,TCP,PERMIT,81385,11919.62 KB,SID-551004,False,DENY_TELNET,ind
FW000028829,2026-08-30 12:48:28,VDR-11979,10.205.183,10.152.190,3306,1433,TCP,permit,44682645,,SID453054,False,DENY_TELNET,
FW000026562,2026-08-17T11:28:36,WS-11342,194.178.32.68,10.26.52,53,25,TCP,Allow,25.83 MB,25803168,SID927845,False,MONITOR_DB_ACCESS,China
FW000005657,08/09/2026 17:58,LPT-11368,999.999.999.999,52.38.161.248,135,,TCP,permit,42764.31 KB,3493615,,False,,US
FW000016128,05/09/2026 15:52,lpt-11904,144.28.212.205,10.240.170,445,22,6,PASS,NA,26659241,SID824205,0,DENY_TELNET,
FW000022482,04/08/2026 16:40,LPT-12921,193-66.164.115,192.168.51.109,443,3306,TCP,Allow,NA,39627659,SID634475,N,ALLOW_INTERNAL_DNS,United States
FW000005908,08-06-2026 11:58:31 AM,LPT-12752,999.999.999.999,184.236.131.232,1433,80,tcp,deny,7769485,"42,382,857",SID680025,N,block_tor_exit,
FW000007374,06/09/2026 14:58,LPT-12739,192.168.186.141,126.72.66.213,8443,22,TCP/6,PASS,19227765,213.77 KB,SID993440,no,allow_office_apps,Russia
FW000019363,2026/09/03,WS-12537,172.16.26.38,10.243.32,8443,,ping,Allow,12893838,46819.9 KB,SID983139,False,ALLOW_WEB,CN
FW000028833,2026-08-27 23:36:21,LPT-12612,10.240.168,120.148.177.99,445,8080,udp,PASS,19926.36 KB,16961873,SID-196705,False,NA,United States
FW000029538,2026/08/27,ws-10049,UNKNOWN,114.164.159.181.0,443,53,UDP,PERMIT,1494249,NA,SID167880,0,ALLOW_WEB,IN
FW000006722,1787277601,VDR-10226,172.16.146.218,90.181.81.64.0,,445,TCP/6,pass,16810432,36367664,SID677772,no,ALLOW_WEB,RU
FW000024227,20/08/2026 00:00,WS-12072,10-12.8,36-37.76.70,NA,3306,tcp,pass,"30,058,678",18.55 MB,SID112749,False,block_tor_exit,Russia
FW000029467,01/08/2026 07:33,VDR-11189,192.168.8.9.0,47.188.244.189,8080,3306,TCP/6,permit,30.94 MB,,SID207453,False,allow_office_apps,CN
